from,to,w
0,1,4.680443792471373
1,0,13.385170889039127
1,2,3.0404679171046185
2,1,4.611825644402158
2,3,7.361552728347281
2,336,1
2,535,1.7178305031378949
2,703,1
2,737,1
2,919,1
2,2122,1
2,2443,1
2,2501,1
2,2627,1
2,3110,1
2,3400,1
2,3891,1
2,4128,1
2,4321,1
2,4360,1
2,4860,1
2,4900,1
2,5003,1
2,5112,1.2214201683709505
2,5801,1
2,6041,1
2,6359,1
2,6692,1
2,7457,1
2,8202,1
2,8703,1
2,8885,1
2,9014,1
2,9058,1
2,9168,1
2,9694,1
2,9805,1
3,2,1.6626789573283827
3,4,1.1180088692618835
3,261,1.314491246793777
3,476,1
3,920,1
3,1252,1
3,2682,1
3,4153,1
3,7256,1
3,7896,1
4,3,2.705096274388817
4,5,3.657746453397093
4,334,1
4,703,1
4,2122,1
4,3891,1
4,4860,1
4,5003,1
4,5801,1
4,6041,1
4,6359,1
4,7457,1
4,8202,1
4,9058,1
4,9168,1
4,9805,1
5,4,2.5868782370081487
5,6,1.7242554348473484
5,703,1
5,2501,1
5,9694,1
6,5,2.025284184809872
6,7,3.4053084081811824
6,3891,1
6,5003,1
6,7457,1
6,8202,1
6,9058,1
6,9805,1
7,6,2.4946137032503928
7,8,2.1446335151575537
7,1974,1.2707929830876763
7,9694,1
8,7,2.2984202270273224
8,9,1
9,8,1
9,10,1.494318432006548
9,364,1
9,2883,1
10,9,1.0664062347873557
10,11,1.0979668578826014
10,399,1
11,10,1.47864720867961
11,12,2.454495810918891
11,364,2.49627572113465
12,11,2.0060719633881083
12,13,1.3694154495427293
12,2093,1
12,2410,1
13,12,1.6365545927779706
13,14,2.3076344281148664
13,200,1
13,652,2.023740098418684
13,2134,1
14,13,1.7349979214699975
14,15,1.4188389334234097
15,14,1.0030123762118774
15,16,1
16,15,1
16,17,1
17,16,1
17,18,2.3607101348568964
18,17,2.449350218245845
18,19,1.532047733353502
19,18,1.488391387965611
19,20,1.4069928233046758
19,232,1.070731858051509
20,19,1.333370077439207
20,21,1
20,200,1
21,20,1
21,22,1
22,21,1
22,23,2.2002196205331415
23,22,1.1358095188142097
23,24,1.1424187549694669
24,23,2.942257506945897
24,25,1.6415812240631333
24,374,1
24,532,1
24,2699,1
24,2821,1
25,24,1.4525320786462597
25,26,4.08606330412274
26,25,4.180476567773904
26,27,1
26,9164,1
27,26,1
27,28,1
27,300,1
27,532,1
27,1173,1
27,7294,1
28,27,1
28,29,1.3229887807339635
29,28,1.2435911672180249
29,30,1.2062354870193657
30,29,1.1636647590614497
30,31,1
31,30,1
31,32,1
32,31,1
32,33,1
32,314,1.9617472420640643
32,795,1
33,32,1
33,34,1.035293280579305
34,33,1.158234863239503
34,35,1.180263848482503
34,967,1
35,34,1.042819633454191
35,36,1.0796037772257945
35,325,1
36,35,1.8639782105320544
36,37,1
36,278,1.2837159625930301
37,36,1
37,38,1.1177148149091007
38,37,1.3678562732908008
38,39,1.4099998100450326
39,38,1.400730049063615
39,40,2.345617222170559
39,262,1.2439859255240897
39,278,1
39,8374,1
40,39,1.0624729762443723
40,41,1.0206600655951734
40,234,1.0553695245566148
40,441,1
41,40,1.1010975472662659
41,42,1.2704933135127006
41,225,1.0822093805254565
41,798,1
42,41,1.3608642565534126
42,43,1
42,1021,1
43,42,1
43,44,1
44,43,1
44,45,1.609948091705883
45,44,1.4047653295028502
45,46,1.9465693956894108
45,1358,1.2862305113637653
45,5024,1
46,45,2.873387813805961
46,47,1
46,276,2.2098341056822615
47,46,1
47,48,1.2331000205372047
48,47,1.1312971941903949
48,49,1.1090885689418737
49,48,1.0171874724444647
49,50,1
49,231,1.0145657536930632
49,263,1.021268565515465
49,566,1
49,1695,1
50,49,1
50,51,1.4294401009529176
50,208,1.472387879369073
50,263,2.5988975725191503
50,530,1
50,914,1
50,926,1
50,3841,1
50,5063,1
50,5306,1
50,7511,1
51,50,1.8950753083675305
51,52,1.35437229351791
51,231,1
51,285,1.6193291020285674
52,51,1.4475496424419976
52,53,1
52,208,1
52,231,1
52,298,1
52,530,1
52,1222,1.9886015156045218
52,2871,1
53,52,1
53,54,5.992245447161408
53,453,1
53,1222,1.5618160363367255
54,53,1.8456958668350145
54,55,1
54,762,1.1575738470437316
54,841,1
54,3497,1
54,6591,1
54,8086,1
54,9662,1
55,54,1
55,56,1.2907092149198784
55,449,1
55,725,1
56,55,1.3774959594481242
56,57,1.9558731789759674
57,56,1.4777664517261202
57,58,1
58,57,1
58,59,1.0135813997765357
59,58,1.629038043414587
59,60,1.5821249282308643
60,59,1.432555369477543
60,61,1
61,60,1
61,62,1.0915473181875988
61,311,1
61,414,1
61,930,1
62,61,1.1619771001257004
62,63,1.3391765261836361
62,6218,1
63,62,1.371695393423095
63,64,1
63,403,1.1862824407857258
63,1375,1
63,1650,1
63,6779,1
63,7320,1
64,63,1
64,65,1
64,206,7.950154886956904
64,311,1
64,451,1.470640203369075
64,579,1.6379882564332524
64,618,1.4933874605916584
64,709,3.5896132760713058
64,871,1
64,1042,1.61925738356805
64,1874,1
64,2138,1
64,2401,1
64,3084,1
64,3649,1
64,4117,1
64,4430,1
64,4618,1
64,6353,1
64,6545,1
64,6772,1
64,7333,1
64,7726,1
64,8002,1
65,64,1
65,66,1
65,206,1.1322524026368217
65,258,1.079975394174252
65,282,1
65,1497,1
65,3063,1
65,6982,1
66,65,1
66,67,1.3290510400732742
66,1112,1.0895398418647981
66,1944,1
66,4872,1
67,66,1.108853161001706
67,68,1.247592624967105
68,67,2.121519464672071
68,69,1.2303409908190677
69,68,1.5586179148833585
69,70,1.4383372737183626
69,683,1
70,69,1.1104265979498593
70,71,1
70,683,1
70,827,1
70,1368,1
70,1432,1
71,70,1
71,72,3.2730478593387
71,339,1.8163579793617153
71,597,3.2451512395049793
71,1659,1
71,3099,1
71,3185,1
72,71,1.9227135767771775
72,73,2.574788739321222
73,72,2.3094839437547745
73,74,1.9265887878748327
74,73,1.7112794779598328
74,75,1.2162009451227127
74,784,1
74,1197,1.2757160066020903
75,74,1.4082109304616905
75,76,2.100011539620109
75,575,1.1537492494114991
75,1027,1.5707108432654722
75,1348,1
75,8761,1
76,75,2.1277790099787266
76,77,3.4312265329365106
77,76,3.238083468515386
77,78,2.258177354318725
78,77,3.4172804843064393
78,79,1.5612550837955537
78,658,1
79,78,1.2471507392924113
79,80,1
80,79,1
80,81,2.262480293771272
81,80,1.4115976954448959
81,82,1.2174672959008628
82,81,1.6226460738442614
82,83,1
83,82,1
83,84,1
84,83,1
84,85,1
85,84,1
85,86,2.8715710474933367
86,85,3.5604305904444358
86,87,2.674426249384105
86,8343,1
87,86,1.1914823638914638
87,88,1.0606158484203885
87,467,1
88,87,1.1401362782132012
88,89,1.0927851016318881
89,88,1.0658726124549986
89,90,1
90,89,1
90,91,1
90,2524,1
91,90,1
91,92,1.099800789575599
91,337,1
91,2975,1
91,7077,1
92,91,1.2106434118030385
92,93,1.95755148301468
93,92,2.0664094629323766
93,94,1
94,93,1
94,95,1.0659166757960599
94,474,1
94,2975,1
94,7077,1
95,94,1.4578665374677193
95,96,1.6079882555248313
95,226,2.9431541026243755
95,564,1.4007191370077103
96,95,1.5200815841473094
96,97,2.042153368998984
97,96,1.9234272754755304
97,98,1
98,97,1
98,99,1.0794630606929494
99,98,1.492755854140627
99,100,1
99,206,4.39163832577603
99,2131,1
99,3702,1
99,4472,1
99,4785,1
99,7811,1
100,99,1
100,101,1.017683849309821
100,6481,1
101,100,1.3199562937218887
101,102,1.4398778715033302
101,1564,1.1624309257528485
101,4378,1
101,4941,1
101,8353,1
102,101,2.2598125584744913
102,103,1
102,327,1
102,1955,1
102,7145,1
103,102,1
103,104,1.6327001492836724
104,103,1.445592908403433
104,105,1.3960825852474958
105,104,1.3274113733681452
105,106,1.3819799355961693
106,105,1.579289048275529
106,107,1
106,6601,1
107,106,1
107,108,1
108,107,1
108,109,1
109,108,1
109,110,1
110,109,1
110,111,1
111,110,1
111,112,1.6682454018899695
112,111,1.4433935731622365
112,113,3.1607549454188053
113,112,1.4686870913050025
113,114,1.2526868059961165
113,1661,1.0879472031946849
114,113,1.4567782449334017
114,115,1.1762909333297824
114,2128,1.146909111108152
115,114,1.5614290348138136
115,116,1
115,1960,1.632978762336817
115,4433,1
116,115,1
116,117,1.4111560178454312
116,261,2.5915604040007922
116,612,1
116,1147,1
116,2128,1
117,116,1.4577542489946727
117,118,1
117,711,1
118,117,1
118,119,1.5554318040666373
118,479,1
119,118,1.1271025267351413
119,120,1.4980803835267038
120,119,2.7965586700790483
120,121,1
120,1537,1
120,2093,1
120,2824,1
120,5324,1
121,120,1
121,122,1
121,587,1
122,121,1
122,123,1.1310824928767487
123,122,2.0565104190176866
123,124,1
123,271,2.3342454813853046
124,123,1
124,125,1.270907312191474
125,124,1.911006596529143
125,126,1.390844768506246
125,497,1
125,1007,1
126,125,1.402649303199663
126,127,1.923485515415182
126,1024,1.3907444502685344
126,3528,1
127,126,1.2564332975538437
127,128,1.37966739187774
128,127,3.206318613345182
128,129,2.4249652564284254
129,128,1.7942722682589642
129,130,1
130,129,1
130,131,1
131,130,1
131,132,1
132,131,1
132,133,1.0101354501755215
132,327,1.0075786032547085
132,403,1.0138074228241556
133,132,1.2910241276859047
133,134,1.2242099296062892
134,133,1.302586472254093
134,135,1
135,134,1
135,136,1.158804758826283
136,135,1.1652481867299533
136,137,1.1989086293119913
136,239,2.208837059537362
137,136,1.421702764459811
137,138,1.716714047276315
137,2096,1
137,3180,1
137,4989,1
138,137,1.410929388389944
138,139,1.381892951460712
138,2009,1
138,3272,1
139,138,1.0821002366087769
139,140,1.0325737829434876
139,617,1
140,139,1.118352643237643
140,141,1.1166709076454318
141,140,1.3399317556375974
141,142,1
142,141,1
142,143,2.2847778630514535
143,142,3.7716826041683174
143,144,3.109422824007711
143,587,1
143,712,1
144,143,1.825545702300459
144,145,1.2210758597083762
145,144,1.476640522510227
145,146,2.734121496219779
146,145,2.7354450032983704
146,147,5.109913165199072
146,883,1.3813593390743064
146,1602,1.7529128477837612
146,3362,1
146,5975,1
147,146,5.508206077008553
147,148,4.571328391323603
147,493,1
147,731,1
147,1425,1
147,2146,1
147,3408,1
148,147,2.677630642856967
148,149,1.900743316003324
148,296,1.3493739998057075
149,148,2.1099267087954336
149,150,1
150,149,1
150,151,1
151,150,1
151,152,1
152,151,1
152,153,1
153,152,1
153,154,1.471518473602353
154,153,1.500011421078156
154,155,1
155,154,1
155,156,1.5941860727822512
155,366,1.5215733095079518
155,3102,1
156,155,1.4899833470035229
156,157,2.463463257025343
156,7171,1
157,156,1.3639944966657216
157,158,1
158,157,1
158,159,2.3642985240102843
159,158,1.4099044874088342
159,160,1.5016421889138571
160,159,2.0596915886855633
160,161,2.5443453166358925
161,160,1.1428275539627126
161,162,1.039699544890256
161,7258,1
162,161,1.6024209233972417
162,163,1
162,1312,1
163,162,1
163,164,1.423843536529894
164,163,1.455378526252938
164,165,1.4047809122248336
164,4798,1
165,164,1.291581777709331
165,166,1
165,4840,1
166,165,1
166,167,1
167,166,1
167,168,1.4258144182010817
168,167,1.5157229559313534
168,169,1
169,168,1
169,170,1
170,169,1
170,171,2.6266012559212455
171,170,2.9643677047232364
171,172,4.7389223290326745
172,171,2.859958518891358
172,173,1.673236266404287
173,172,2.189482816680551
173,174,1.4323568124716062
174,173,1.0010613071352394
174,175,1
174,335,1.0010842301450233
174,1906,1
175,174,1
175,176,2.3344311575133867
176,175,1.216728077289884
176,177,1
177,176,1
177,178,1.2206611050225662
178,177,1.336240567798563
178,179,1.201744340679138
178,531,1.7885487333043726
179,178,1.4289474739496364
179,180,1.6171748681731755
179,222,2.5554345691357696
179,252,1
179,927,1
180,179,1.0221753967918017
180,181,1.060563565570245
181,180,2.155180913715376
181,182,1
181,222,2.110052669197965
181,281,1
181,3452,1
182,181,1
182,183,4.464186532847548
182,555,1
182,748,1.2192559208010558
182,1021,1
183,182,1.8055165926787504
183,184,1.5046800752458267
183,744,1.1737679667355363
183,4885,1
183,5001,1
184,183,7.1216117216060235
184,185,2.480945261822805
184,241,14.914227196619244
184,252,2.5822532163941543
184,461,5.2455597215746215
184,600,1
184,606,1
184,667,2.388056362788458
184,929,1.6373915410282622
184,1139,1
184,1697,1
184,1833,1
184,1847,1
184,2188,1.4966332219202976
184,2349,1
184,2562,1
184,4309,1
184,4550,1
184,6386,1
184,7804,1
184,8691,1
184,9653,1
184,9954,1
185,184,1.9757074940901551
185,186,2.2227351753966795
185,380,1.5054271991251014
185,3416,1
185,6033,1
185,8261,1
185,9670,1
186,185,1.7178394184123347
186,187,1
186,241,3.423323855477231
186,252,1.1942300216472566
186,418,1
186,1363,1
186,2275,1
186,5175,1
186,8298,1
186,9309,1
187,186,1
187,188,1.0108788317006607
188,187,1.1254341590751682
188,189,1.1465794277711001
188,241,1.1767357074197142
189,188,1.4382939143829123
189,190,5.400202769113729
189,521,1
189,929,1
189,1907,1
189,2985,1
189,4704,1
189,5680,1
189,5797,1
189,6907,1
189,7302,1
190,189,2.913485989268435
190,191,1.1981124959176697
190,521,1
190,6543,1
191,190,1.7258932738805768
191,192,1.6841029459674546
191,438,1.578705926438095
191,1324,1
191,6539,1
192,191,1.1255762019179913
192,193,1.9581301209968767
192,1155,1.1255762019179913
192,4497,1
192,4686,1
193,192,3.1277233906264548
193,194,3.749074848131427
193,1073,1.6279560869541247
193,1260,1
193,1397,1.3477051484056624
193,2849,1.3303073577176168
193,5987,1.2431404504777235
193,9269,1
194,193,3.523783527260943
194,195,2.279702120904995
194,598,1
194,794,1
194,3108,1
194,9412,1
195,194,3.0551550415147193
195,196,1.9524812752813216
196,195,1.1973501069880448
196,197,1.0852587615480473
197,196,1.583664005127849
197,198,2.266759386778509
198,197,1.5386038098156283
198,199,1
199,198,1
199,335,1
200,12,1
200,19,1
200,11,1
200,18,1.3260407302420512
200,432,1
201,22,1
202,0,1
202,290,1.0053359006153348
202,336,1
203,2,1.3242414404660592
203,116,1.1509309140699993
203,261,1
203,333,1
203,426,1
203,504,1
203,535,1.1825700526067715
203,917,1
203,1315,1
203,2377,1
203,2392,1
203,3141,1
203,4636,1
203,8694,1
204,143,1
205,85,1
206,101,20.902527790853256
206,62,3.1819634619951094
206,63,6.107760592991892
206,100,1.830739871241637
206,61,1.4752856089037096
206,258,40.60411487253823
206,292,5.295767309257032
206,303,6.197831669025475
206,511,1.6762479700527286
206,516,1.8145418555381352
206,620,3.5029949496749397
206,736,1.4697763280455858
206,757,1.176780248475347
206,881,1.8790623931667856
206,886,1
206,899,2.466367819526358
206,903,2.977170699392517
206,988,1.2098117178321253
206,1041,1.967732276686295
206,1196,1.8841012171437792
206,1334,1
206,1349,1.2886202263341522
206,1487,1.5882682495268796
206,1491,1.2705247812301756
206,1564,5.311839486408998
206,1663,2.5290454604142067
206,1804,1
206,1874,2.4423055053169724
206,1888,1
206,2010,2.634762265885323
206,2023,1.6857499243616252
206,2393,1
206,2413,1.2651703727130204
206,2415,1.6030139082169534
206,2504,1.2551728678057348
206,2810,1
206,2819,1.1652154710302358
206,2843,1.1988777795347652
206,2992,1.2508826102124093
206,3003,1
206,3101,1.776499788351821
206,3151,1
206,3246,1
206,3286,1
206,3335,1
206,3455,1.2272888908968747
206,3465,1
206,3477,1
206,3648,1
206,3686,1.2651703727130204
206,3737,1
206,3812,1
206,3838,1
206,3855,1
206,3863,1
206,4104,1.2651703727130204
206,4241,1
206,4521,1
206,4635,1
