nid,Is,Os,S,V,D
0,68.97636079957942,3.990805050729853,72.96716585030927,0.5711793275351619,"[1, 1, 0, 0, 0, 0, 0]"
1,33.167897264983715,26.193746233632943,59.36164349861666,0.5491326257771412,"[0, 1, 1, 0, 0, 0, 0]"
2,28.719189282262107,18.472479563446306,47.19166884570841,0.9601522475059282,"[0, 0, 1, 1, 0, 0, 0]"
3,19.177620187876478,8.221185516064205,27.39880570394068,0.06721460704443993,"[0, 0, 0, 1, 1, 0, 0]"
4,26.309099243269436,9.170214553224824,35.47931379649426,0.023004798350548028,"[0, 0, 0, 0, 1, 1, 0]"
5,15.070984643948723,7.023898552286987,22.09488319623571,0.004316645915625528,"[0, 0, 0, 0, 0, 1, 1]"
6,2,4,6,0.7357872017206626,"[0, 0, 0, 0, 0, 0, 1]"
7,17.279960724886266,2,19.279960724886266,0.028114722303075323,"[1, 1, 0, 0, 0, 0, 0]"
8,9.187637803709748,2.388157206076561,11.575795009786308,0.6469286767942681,"[0, 1, 1, 0, 0, 0, 0]"
9,9.727351391881943,3.497706259656701,13.225057651538643,0.22245788766417995,"[0, 0, 1, 1, 0, 0, 0]"
10,29.781333490248596,3.7005280675024377,33.48186155775103,0.26127044973771174,"[0, 0, 0, 1, 1, 0, 0]"
11,16.44935447365257,3.029076438713643,19.478430912366214,0.7624684282199407,"[0, 0, 0, 0, 1, 1, 0]"
12,6,3.0489957453953913,9.048995745395391,0.028993467962014408,"[0, 0, 0, 0, 0, 1, 1]"
13,3,2,5,0.4171410475700127,"[0, 0, 0, 0, 0, 0, 1]"
14,4.030856012623909,2,6.030856012623909,0.865653102134404,"[1, 1, 0, 0, 0, 0, 0]"
15,17.29904479895025,3,20.29904479895025,0.01604305553660612,"[0, 1, 1, 0, 0, 0, 0]"
16,2,2,4,0.6651437689047467,"[0, 0, 1, 1, 0, 0, 0]"
17,4,2,6,0.5957603975415999,"[0, 0, 0, 1, 1, 0, 0]"
18,3.0243514123920843,2.4425038678844415,5.466855280276526,0.6637558018266624,"[0, 0, 0, 0, 1, 1, 0]"
19,9.442503867884442,2.0243514123920843,11.466855280276526,0.04058568732014012,"[0, 0, 0, 0, 0, 1, 1]"
20,3,3,6,0.6987223607439365,"[0, 0, 0, 0, 0, 0, 1]"
21,2,2,4,0.7505400046021881,"[1, 1, 0, 0, 0, 0, 0]"
22,12,2,14,0.7093772422512923,"[0, 1, 1, 0, 0, 0, 0]"
23,5.411540251367471,3.328686821801338,8.740227073168809,0.8436834180739048,"[0, 0, 1, 1, 0, 0, 0]"
24,22.737887243444376,4.16328088152461,26.901168124968986,0.33933411503309496,"[0, 0, 0, 1, 1, 0, 0]"
25,9.790508531817686,3.162720259332972,12.953228791150657,0.4664940928284206,"[0, 0, 0, 0, 1, 1, 0]"
26,6.034633198947293,2,8.034633198947294,0.40071827160482343,"[0, 0, 0, 0, 0, 1, 1]"
27,3,2,5,0.6934277450093665,"[0, 0, 0, 0, 0, 0, 1]"
28,3,2,5,0.028385174014985526,"[1, 1, 0, 0, 0, 0, 0]"
29,22.85205404927893,2.0239462508873527,24.876000300166282,0.019238666077900812,"[0, 1, 1, 0, 0, 0, 0]"
30,15.106370281355055,6.052479239726274,21.15884952108133,0.5218393567483753,"[0, 0, 1, 1, 0, 0, 0]"
31,11.376001335324517,3.875883013993403,15.251884349317919,0.4375570875288678,"[0, 0, 0, 1, 1, 0, 0]"
32,5.26253425251732,2.376001335324516,7.638535587841837,0.6024386618758818,"[0, 0, 0, 0, 1, 1, 0]"
33,7.642017875812535,2.513257881469455,10.155275757281991,0.6658277054277207,"[0, 0, 0, 0, 0, 1, 1]"
34,10.577442236253116,3.6336735146831325,14.211115750936248,0.9630268137188035,"[0, 0, 0, 0, 0, 0, 1]"
35,27.20344241752507,8.202781141494109,35.40622355901918,0.7425222960772119,"[1, 1, 0, 0, 0, 0, 0]"
36,17.198462478417394,14.946398674242102,32.144861152659495,0.825368254088584,"[0, 1, 1, 0, 0, 0, 0]"
37,8.78819730892453,3.5256307867231973,12.313828095647729,0.23238262416448385,"[0, 0, 1, 1, 0, 0, 0]"
38,6.174286968123363,2.3755131818802377,8.549800150003602,0.5933158766502143,"[0, 0, 0, 1, 1, 0, 0]"
39,2,2,4,0.01527084976075277,"[0, 0, 0, 0, 1, 1, 0]"
40,10.146320174262803,2.2394478502271014,12.385768024489904,0.3990797503785022,"[0, 0, 0, 0, 0, 1, 1]"
41,8.277415054580617,2.0724671727801183,10.349882227360736,0.12077862130019723,"[0, 0, 0, 0, 0, 0, 1]"
42,32.2157486811321,7.425641400743581,39.64139008187568,0.5635284413002376,"[1, 1, 0, 0, 0, 0, 0]"
43,27.367037621001625,3.742560938357814,31.10959855935944,0.2708443088366195,"[0, 1, 1, 0, 0, 0, 0]"
44,7.080824869754913,7.317275424107192,14.398100293862104,0.9248162409089915,"[0, 0, 1, 1, 0, 0, 0]"
45,13.601931220760537,3.080824869754913,16.68275609051545,0.2020621743872838,"[0, 0, 0, 1, 1, 0, 0]"
46,6.128148372443267,3.312927905958349,9.441076278401615,0.25383715274463914,"[0, 0, 0, 0, 1, 1, 0]"
47,19.32068869360929,2.128148372443267,21.44883706605256,0.3203709311081664,"[0, 0, 0, 0, 0, 1, 1]"
48,3.0871925845068198,3.1364799181990426,6.223672502705862,0.25761889139396865,"[0, 0, 0, 0, 0, 0, 1]"
49,11.473935488049094,9.506558243302328,20.980493731351423,0.17438516901363899,"[1, 1, 0, 0, 0, 0, 0]"
