from,to,w
13,4621,1.0960342359110455
13,4622,1.2916797862751213
13,4635,1.1074563469583116
13,4636,1.0117441747463272
13,4646,1.0256539608467852
13,4681,1.0358395753541174
13,4698,1.0522871426786786
13,4721,1
13,4726,1.2002432337077258
13,4732,1
13,4776,1.2157705832297256
13,4787,1.0612342336150333
13,4800,1.047809140294892
13,4840,1
13,4914,1.0618988900660256
13,4941,1.0866827177040168
13,4957,1.1717196651149309
13,4959,1.0269741327303243
13,4967,1.0645107282595179
13,4997,1
13,5004,1.4601533866904504
13,5040,1.1137878241795625
13,5052,1
13,5054,1
13,5080,1
13,5081,1.082005580777983
13,5082,1
13,5088,1
13,5098,1.0234334399941247
13,5137,1.1194561886983674
13,5140,1
13,5169,1
13,5174,1.0323689592763892
13,5181,1.114585712774355
13,5183,1.2588314609043136
13,5239,1
13,5250,1.0712482990191414
13,5252,1.3225864857270768
13,5257,1.0926777701348138
13,5270,1
13,5317,1.027690882634554
13,5392,1.0323689592763892
13,5396,1.0392697016840886
13,5461,1.0248991994433763
13,5466,1.109873288636079
13,5467,1.077109977726993
13,5525,1
13,5530,1.024276719457292
13,5560,1.2037495516055443
13,5571,1.0302110286579633
13,5611,1.0092482740789683
13,5619,1
13,5624,1
13,5641,1.1091436807387038
13,5657,1.0294263266148993
13,5666,1.1366063970177707
13,5677,1.1283461245904831
13,5690,1
13,5718,1.0323689592763892
13,5735,1
13,5743,1.024276719457292
13,5750,1.0283699218405784
13,5793,1.0802865249824474
13,5865,1.0258951674211114
13,5870,1.029735776869132
13,5883,1.2400973103281436
13,6005,1
13,6029,1.032173619951792
13,6052,1
13,6067,1.0228486771362748
13,6089,1
13,6099,1.0847383310675105
13,6112,1
13,6178,1.1947649747195095
13,6179,1.1448741116797534
13,6180,1.027744822236905
13,6205,1.027744822236905
13,6209,1.0258951674211114
13,6218,1.079865856368813
13,6233,1
13,6258,1.05098781336454
13,6292,1
13,6305,1.0258951674211114
13,6306,1.1346881617491218
13,6314,1.0202305995477432
13,6322,1.1473279925967126
13,6343,1
13,6365,1.1068036659272633
13,6387,1.0830977805561108
13,6411,1
13,6414,1
13,6477,1.11689104300494
13,6483,1
13,6494,1.175267011055714
13,6502,1
13,6505,1.0521613803165315
13,6579,1
13,6600,1
13,6603,1
13,6650,1
13,6689,1.0781498261726192
13,6719,1.1400109533834173
13,6753,1
13,6775,1.1006104831328523
13,6776,1
13,6780,1.0703303638652166
13,6855,1.1056821478581809
13,6856,1
13,6890,1.027744822236905
13,6897,1
13,6986,1
13,7012,1
13,7052,1.1042750744644363
13,7096,1.052950616306509
13,7105,1.0287247114366804
13,7123,1
13,7179,1.0298790393320516
13,7180,1
13,7217,1
13,7226,1.0742964694804582
13,7230,1.027744822236905
13,7238,1.027744822236905
13,7254,1.1804925155515968
13,7277,1.0369930963158733
13,7278,1.049456767086937
13,7298,1.0640609493041724
13,7330,1.027744822236905
13,7335,1.0610862822973437
13,7341,1.0298790393320516
13,7381,1.0080922398190972
13,7437,1.1382248098040257
13,7458,1.0673020501320367
13,7513,1.085685958103084
13,7527,1
13,7535,1.0215793061842595
13,7542,1
13,7613,1
13,7676,1.0569490719910726
13,7702,1
13,7711,1
13,7742,1
13,7763,1.027744822236905
13,7776,1
13,7781,1.0643812882154426
13,7788,1.0797857573550171
13,7801,1
13,7810,1
13,7811,1.0258951674211114
13,7845,1.0494378187061124
13,7851,1.027744822236905
13,7852,1
13,7870,1.0323689592763892
13,7875,1
13,7883,1.081650128789442
13,7924,1
13,7949,1
13,7956,1
13,8011,1.0324820599848008
13,8019,1.0323689592763892
13,8024,1.0215793061842595
13,8028,1.0965536598560015
13,8048,1.0161844796381947
13,8119,1.1059115007307423
13,8127,1.0323689592763892
13,8139,1.0475581130791605
13,8140,1.1572414716738506
13,8149,1
13,8166,1
13,8187,1.020254921095888
13,8197,1
13,8200,1.0842014223443555
13,8217,1.027744822236905
13,8256,1.0323689592763892
13,8274,1.0323689592763892
13,8308,1
13,8324,1.0684716348678962
13,8338,1.035965510307099
13,8379,1
13,8390,1.064632759514923
13,8404,1.092648914680726
13,8409,1
13,8415,1
13,8446,1.0367242933223106
13,8448,1.1097707780955426
13,8485,1
13,8521,1
13,8541,1.0194213755658335
13,8550,1.1519164912747761
13,8558,1
13,8561,1.1039311188942638
13,8565,1.204604875530127
13,8590,1
13,8600,1.173015923734576
13,8617,1.066383167520172
13,8690,1
13,8749,1.1155034376140227
13,8803,1.0392985088331055
13,8822,1
13,8823,1
13,8836,1.0369930963158733
13,8842,1
13,8844,1.0617501406635361
13,8873,1
13,8894,1
13,8898,1.0526203336430435
13,8966,1.0080922398190972
13,8971,1
13,8989,1
13,9017,1.0659457969246797
13,9087,1
13,9094,1.0392458057364697
13,9274,1.0248991994433763
13,9309,1
13,9314,1
13,9315,1.1402118679399316
13,9351,1
13,9356,1
13,9381,1.0231148100013472
13,9414,1.0566277627040614
13,9468,1
13,9473,1.0421424104515
13,9491,1.0323689592763892
13,9513,1.0841623508874414
13,9565,1.027744822236905
13,9585,1.224731964708798
13,9621,1
13,9650,1
13,9719,1.0215793061842595
13,9765,1.0684375801755142
13,9772,1.1156455713903206
13,9788,1
13,9796,1.0129475837105557
13,9814,1
13,9846,1.1044049144650818
13,9870,1
13,9873,1.0798529095685796
13,9973,1.0677668880265492
13,9982,1.0323689592763892
13,10038,1
13,10048,1
13,10107,1
13,10129,1
13,10150,1.0684366177401408
13,10156,1
13,10181,1
13,10205,1.024276719457292
13,10210,1
13,10221,1
13,10223,1.0258807761534936
13,10230,1.0266567899923205
13,10257,1
13,10318,1.1385734467965973
13,10331,1.0258951674211114
13,10365,1.0258951674211114
13,10422,1.0583338262589919
13,10455,1.0231206851974208
13,10460,1
13,10461,1.0475213419932512
13,10478,1.0184965481579367
13,10489,1
13,10514,1
13,10601,1.061874466688609
13,10616,1
13,10630,1.1196677896506821
13,10631,1
13,10639,1
13,10704,1.0693092470770091
13,10719,1
13,10778,1
13,10779,1.0323689592763892
13,10800,1
13,10808,1.0259581096692514
13,10851,1.1587846392373724
13,10877,1
13,10906,1.0258951674211114
13,10915,1
13,10932,1
13,10940,1
13,10967,1
13,10970,1.0176557959689396
13,10983,1
13,10992,1.0215793061842595
13,11020,1.0231206851974208
13,11061,1.0323689592763892
13,11089,1
13,11110,1.027744822236905
13,11120,1
13,11150,1.0294263266148993
13,11194,1
13,11241,1
13,11245,1
13,11306,1
13,11320,1.0600720123633003
13,11360,1
13,11401,1
13,11404,1
13,11418,1
13,11454,1
13,11471,1.0258951674211114
13,11506,1.0594739675331581
13,11522,1.024276719457292
13,11549,1
13,11562,1
13,11582,1
13,11585,1
13,11587,1
13,11602,1.0612342336150333
13,11636,1.0215793061842595
13,11642,1
13,11649,1.082005580777983
13,11673,1.0184965481579367
13,11728,1.0258951674211114
13,11734,1
13,11747,1
13,11789,1.0215793061842595
13,11794,1
13,11797,1
13,11813,1.0258951674211114
13,11817,1.0129475837105557
13,11911,1
13,11912,1
13,11945,1
13,11974,1
13,11991,1.0323689592763892
13,12009,1.0323689592763892
13,12047,1.0323689592763892
13,12167,1
13,12193,1.0215793061842595
13,12200,1
13,12250,1
13,12257,1
13,12267,1.0323689592763892
13,12338,1
13,12358,1
13,12390,1
13,12397,1.0626200327071844
13,12407,1
13,12429,1
13,12432,1
13,12476,1
13,12530,1
13,12539,1
13,12551,1
13,12570,1
13,12582,1.061874466688609
13,12622,1
13,12623,1
13,12647,1
13,12649,1.0287724082456793
13,12657,1
13,12697,1
13,12699,1
13,12726,1.0677668880265492
13,12739,1
13,12795,1
13,12798,1
13,12824,1.0527568288934572
13,12833,1
13,12851,1
13,12852,1.0215793061842595
13,12922,1.0287724082456793
13,12952,1.0235410612919194
13,13016,1
13,13019,1
13,13027,1
13,13097,1
13,13121,1
13,13123,1
13,13145,1
13,13165,1
13,13170,1
13,13182,1.1074563469583116
13,13250,1
13,13300,1
13,13333,1
13,13345,1
13,13376,1.0129475837105557
13,13438,1
13,13468,1.0287724082456793
13,13469,1.0322279506499752
13,13498,1
13,13567,1
13,13590,1
13,13595,1
13,13621,1.064705867046967
13,13665,1
13,13669,1
13,13676,1
13,13689,1
13,13704,1
13,13708,1
13,13742,1.052609876083197
13,13760,1
13,13773,1
13,13774,1
13,13783,1
13,13807,1
13,13813,1.0215793061842595
13,13838,1.0323689592763892
13,13849,1.0287724082456793
13,13893,1
13,13906,1.024276719457292
13,13989,1
13,14003,1
13,14007,1
13,14010,1.0258951674211114
13,14021,1
13,14039,1.0323689592763892
13,14062,1
13,14077,1.0323689592763892
13,14124,1.0323689592763892
13,14135,1.056567845917894
13,14143,1
13,14150,1.0323689592763892
13,14156,1
13,14202,1
13,14222,1
13,14251,1
13,14254,1
13,14285,1.0215160819329656
13,14343,1
13,14370,1
13,14420,1.0215793061842595
13,14435,1
13,14470,1
13,14524,1
13,14525,1.0258951674211114
13,14526,1
13,14536,1
13,14544,1
13,14553,1
13,14554,1
13,14658,1.1451814488263474
13,14689,1
13,14691,1
13,14733,1
13,14737,1
13,14753,1
13,14798,1
13,14836,1
13,14866,1.0648119506478562
13,14895,1
13,14946,1
13,14961,1.0287724082456793
13,14968,1.0215793061842595
13,14976,1
13,14981,1
13,15031,1
13,15040,1
13,15056,1
13,15068,1
13,15091,1
13,15123,1
13,15129,1
13,15182,1.0175977303169101
13,15218,1
13,15240,1
13,15246,1.0258951674211114
13,15249,1
13,15253,1
13,15355,1
13,15361,1.0323689592763892
13,15401,1
13,15443,1
13,15458,1.0294263266148993
13,15474,1
13,15492,1
13,15513,1
13,15556,1
13,15649,1
13,15661,1
13,15668,1
13,15671,1.027744822236905
13,15673,1
13,15689,1.0215347408522353
13,15691,1
13,15718,1
13,15761,1
13,15785,1
13,15870,1
13,15883,1
13,15896,1
13,15900,1.0459721290764536
13,15953,1
13,15955,1
13,15977,1
13,16039,1
13,16092,1
13,16123,1
13,16167,1.0194213755658335
13,16172,1
13,16173,1
13,16210,1
13,16282,1
13,16305,1
13,16337,1.0302110286579633
13,16347,1
13,16389,1
13,16410,1
13,16449,1
13,16469,1
13,16479,1
13,16507,1
13,16575,1
13,16583,1
13,16595,1.0143862041228395
13,16621,1
13,16622,1
13,16692,1
13,16778,1
13,16791,1.032260851320194
13,16795,1
13,16820,1
13,16821,1
13,16827,1
13,16848,1
13,16859,1
13,16866,1
13,16901,1
13,16926,1
13,16938,1
13,16956,1
13,16997,1
13,17001,1.0266567899923205
13,17030,1
13,17033,1
13,17041,1
13,17073,1
13,17086,1
13,17093,1
13,17148,1
13,17219,1
13,17222,1
13,17223,1
13,17228,1
13,17250,1
13,17270,1
13,17294,1
13,17301,1
13,17339,1
13,17360,1
13,17412,1
13,17415,1
13,17416,1
13,17522,1
13,17591,1
13,17596,1
13,17627,1.0694897609254608
13,17643,1.0323689592763892
13,17650,1
13,17672,1
13,17701,1
13,17725,1
13,17734,1
13,17762,1
13,17782,1
13,17786,1
13,17807,1.0176557959689396
13,17861,1
13,17870,1
13,17940,1
13,17944,1
13,17973,1
13,18056,1.0643687293912838
13,18063,1
13,18094,1
13,18101,1
13,18151,1
13,18175,1.0276335556160558
13,18181,1
13,18202,1
13,18242,1
13,18296,1.0298790393320516
13,18322,1
13,18357,1
13,18413,1
13,18460,1.0184965481579367
13,18518,1
13,18546,1
13,18556,1
13,18588,1
13,18600,1
13,18601,1
13,18650,1.0323689592763892
13,18726,1
13,18753,1
13,18766,1
13,18772,1
13,18798,1
13,18805,1
13,18863,1
13,18933,1
13,18947,1
13,19053,1
13,19067,1
13,19079,1
13,19086,1
13,19188,1
13,19193,1
13,19218,1
13,19265,1
13,19304,1
13,19318,1
13,19321,1
13,19335,1
13,19350,1
13,19474,1
13,19480,1
13,19511,1
13,19517,1
13,19524,1
13,19546,1
13,19562,1
13,19568,1
13,19586,1
13,19635,1
13,19677,1
13,19684,1
13,19685,1
13,19828,1
13,19830,1
13,19836,1
13,19881,1
13,19913,1
13,19918,1
13,19980,1
13,19982,1
13,19992,1
14,12,1.4462095832113968
14,2,1.2704233591019247
14,6,1.0899414404935923
14,11,1.086926307854218
14,4,1.0505428155527976
14,0,1.0520298886926192
14,15,1.2876863602340323
14,16,1.1748985940670529
14,17,2.401249858114901
14,20,1.0520870661454749
14,21,1.209953016021367
14,26,1.1814099634708595
14,29,1.9710051922822136
14,30,1.028638983760812
14,36,1.3349440201356226
14,54,1.1589072275386039
14,58,1.5015746817583657
14,69,1
14,72,1.089950458584566
14,75,1.027114884681915
14,85,1.07179111926725
14,96,1.0417200404531768
14,109,1.1224036191673217
14,115,1
14,117,1.0252537973425262
14,130,1.032534899989674
14,135,1
14,141,1.0312842031285183
14,166,1
14,167,1
14,173,1
14,191,1.0506669168628828
14,196,1
14,205,1.202227607949054
14,206,1.0240733807490492
14,226,1
14,239,1
14,256,1.0289487437672848
14,278,1
14,293,1
14,315,1
14,466,1.0287604472439937
14,472,1
14,503,1
14,511,1.0286798375727007
14,523,1.022324431647901
14,531,1.0251548043945664
14,567,1
14,585,1
14,598,1
14,603,1
14,607,1
14,611,1
14,663,1.0304750249230579
14,709,1
14,713,1
14,714,1
14,726,1
14,753,1
14,781,1
14,791,1
14,807,1.0270296117610036
14,836,1
14,938,1
14,940,1.076735115145606
14,951,1
14,984,1
14,990,1.0250273623067014
14,1010,1
14,1070,1.0238401419259993
14,1075,1
14,1243,1
14,1292,1
14,1302,1.0508235532240258
14,1397,1
14,1518,1
14,1595,1
14,1875,1
14,1940,1
14,1957,1
14,2018,1
14,2063,1
14,2111,1
14,2173,1
14,2282,1
14,2437,1
14,2448,1.028652857557401
14,2494,1.0289157658262795
14,2531,1
14,2544,1
14,2591,1
14,2625,1
14,2649,1
14,2724,1
14,2764,1
14,2831,1
14,2870,1
14,2948,1.034638199994053
14,2963,1
14,2981,1
14,2998,1
14,3046,1
14,3051,1
14,3085,1
14,3132,1
14,3228,1
14,3293,1
14,3306,1
14,3309,1
14,3473,1.032597479998815
14,3484,1
14,3521,1
14,3544,1
14,3837,1
14,3854,1
14,3972,1
14,4010,1
14,4032,1
14,4036,1
14,4058,1
14,4184,1
14,4191,1
14,4233,1
14,4277,1
14,4319,1
14,4333,1
14,4355,1
14,4408,1
14,4542,1
14,4603,1.0528168751665095
14,4608,1
14,4643,1
14,4658,1
14,4670,1
14,4706,1
14,4840,1
14,4851,1
14,4883,1
14,4914,1
14,4965,1
14,5126,1
14,5161,1
14,5190,1
14,5222,1
14,5264,1
14,5360,1
14,5455,1
14,5693,1
14,5839,1
14,5848,1
14,5863,1
14,5877,1
14,6028,1
14,6076,1
14,6084,1
14,6139,1
14,6146,1
14,6187,1
14,6193,1
14,6521,1
14,6580,1
14,6730,1
14,6929,1
14,7052,1
14,7108,1
14,7150,1
14,7195,1
14,7437,1
14,7480,1
14,7547,1
14,7672,1
14,7690,1
14,7728,1
14,7771,1
14,7891,1
14,7993,1
14,8011,1
14,8099,1
14,8272,1
14,8328,1
14,8394,1
14,8446,1
14,8582,1
14,8592,1
14,8857,1
14,8891,1
14,8940,1
14,8952,1
14,9038,1
14,9064,1
14,9201,1
14,9227,1
14,9358,1
14,9559,1
14,9654,1
14,9898,1
14,9976,1
14,10009,1
14,10047,1
14,10164,1
14,10264,1
14,10325,1
14,10490,1
14,10602,1
14,10612,1
14,10633,1
14,10792,1
14,10845,1
14,10890,1
14,10920,1
14,11186,1
14,11222,1
14,11263,1
14,11271,1
14,11293,1
14,11301,1
14,11312,1
14,11384,1
14,11450,1
14,11494,1
14,11603,1
14,11716,1
14,11763,1
14,11881,1
14,12114,1
14,12747,1
14,13006,1
14,13082,1
14,13353,1
14,13764,1
14,13812,1
14,13935,1
14,14217,1
14,14227,1
14,14364,1
14,15044,1
14,15313,1
14,15386,1
14,15473,1
14,15495,1
14,15544,1
14,15667,1
14,15703,1
14,15785,1
14,15854,1
14,15914,1
14,15947,1
14,16302,1
14,16717,1
14,16740,1
14,17092,1
14,17115,1
14,17137,1
14,17349,1
14,17442,1
14,18050,1
14,18272,1
14,18327,1
14,18442,1
14,18567,1
14,18601,1
14,18768,1
14,18917,1
14,18922,1
14,19085,1
14,19109,1
14,19209,1
14,19381,1
14,19475,1
14,19580,1
15,3,1.2422069711272306
15,4,1.718971878257826
15,13,20.21828264566768
15,37,1.0534157913732813
15,51,2.402317664808792
15,67,1.0387106237134855
15,73,1.2304651843563925
15,90,1.195027410632904
15,92,1.6110491751083953
15,103,1
15,130,1.1664369650128388
15,131,1.1524728496563066
15,135,1.0633351951760968
15,141,1.2029655708630222
15,144,1.1310779393440338
15,153,1.4589448239412097
15,186,1.2702985455901217
15,214,1
15,239,1.0245788405499638
15,262,1.1506923483386653
15,267,1.4014229138893106
15,269,1.0801177451644401
15,310,1
15,348,1
15,365,1.1342214410706792
15,380,1
15,381,1
15,428,1.1815942020539183
15,484,1.068514227646317
15,524,1.1505996699901797
15,528,1.0274023782336867
15,657,1
15,794,1.0318365947132635
15,801,1
15,824,1.0488743679422812
15,828,1.025807082475657
15,1002,1.0290329677851142
15,1005,1.236949488884026
15,1023,1
15,1035,1.038668415198037
15,1282,1
15,1296,1
15,1314,1.1154315762692295
15,1316,1
15,1453,1.0339494431730536
15,1540,1
